source_city,destination_city,fare_usd,distance_km,driver_gender,ride_type,customer_name
Los Angeles,Seattle,102.08,22.04,Female,shared,Clarence Wood
Chicago,Seattle,61.29,42.11,Male,individual,Terri Cisneros
Atlanta,Houston,23.09,18.07,Female,shared,Jessica Jones
Phoenix,San Francisco,77.36,27.57,Female,individual,Michael Graham
Atlanta,Boston,35.25,57.73,Male,shared,Mary Henderson
Boston,Atlanta,57.53,54.7,Female,shared,Adam Holland
Houston,Boston,14.23,22.97,Male,shared,Elizabeth Miller
Chicago,Atlanta,63.63,45.7,Female,individual,Ryan Kaiser
Seattle,Chicago,83.31,43.92,Male,individual,Douglas Morton
New York,Austin,55.13,52.74,Female,shared,Ashlee Mendez
Austin,Houston,57.64,59.44,Female,individual,Leslie Barton
Denver,Chicago,105.15,49.9,Female,shared,Joseph Smith
San Francisco,Miami,72.11,43.73,Male,shared,Paige Jordan
Boston,Miami,43.52,19.31,Female,individual,Elizabeth Taylor
San Francisco,Phoenix,16.86,21.8,Female,shared,Latoya Howell
Houston,Denver,38.92,34.79,Female,shared,Lawrence Glover
Atlanta,Phoenix,34.57,20.87,Female,shared,Kimberly Grant
Boston,Miami,69.73,19.9,Female,individual,Madison Wilson
Seattle,Austin,94.55,39.52,Male,shared,Melanie Davidson
Denver,New York,64.06,13.81,Male,shared,Angel Johnson
Phoenix,Chicago,6.81,9.64,Female,shared,Jessica Cox
Austin,Houston,48.24,41.29,Male,individual,Laura Mosley
Phoenix,Austin,80.53,28.21,Male,shared,Kurt Martinez
Phoenix,Boston,37.78,30.79,Female,shared,Brandi Ibarra
Atlanta,Chicago,54.0,24.09,Male,shared,Heather Sweeney
New York,Atlanta,6.19,33.37,Female,individual,Laura Guerra
Phoenix,New York,91.0,13.26,Male,individual,Adrian Levine
Los Angeles,Phoenix,111.26,27.39,Male,individual,Abigail Acevedo
Miami,Seattle,75.61,38.18,Female,shared,Isabella Taylor
Denver,Austin,96.42,47.43,Male,shared,Joel Rogers
Denver,Chicago,110.62,18.27,Female,shared,Tyler Murray
New York,Los Angeles,45.26,29.96,Male,individual,Michael Lambert
Austin,Phoenix,115.56,50.29,Female,individual,Edward Guzman
Boston,Phoenix,67.05,46.32,Male,individual,Anne Chambers
San Francisco,Miami,113.49,2.77,Female,individual,Kristen Ramirez
Austin,Seattle,110.61,6.18,Male,individual,Leslie Case
Miami,Los Angeles,90.12,27.11,Male,individual,Christopher Thomas
Los Angeles,Boston,98.76,21.93,Female,individual,Felicia Matthews
Atlanta,Boston,62.89,24.31,Female,shared,Robert Keith
San Francisco,Boston,10.18,51.77,Female,individual,Deborah Simon
Austin,Atlanta,114.51,10.76,Male,individual,Carlos Morrow
Boston,Seattle,33.88,24.94,Female,shared,Edward Tucker
Chicago,San Francisco,99.33,41.48,Female,shared,Emma Chan
Boston,Miami,56.97,1.3,Male,shared,Ryan Thomas
Seattle,Los Angeles,53.25,18.15,Female,shared,Holly Rivas
Los Angeles,Atlanta,97.27,13.5,Female,individual,Alicia Navarro
Denver,Los Angeles,57.85,44.34,Male,shared,James Schaefer
Austin,Chicago,26.42,7.83,Female,shared,Jennifer Sampson
Boston,Atlanta,98.86,24.9,Female,individual,Daniel Taylor
Miami,Austin,86.67,42.95,Male,shared,Julie Thompson
New York,Los Angeles,19.1,31.75,Male,shared,Justin Murphy
Boston,Seattle,20.07,33.08,Female,shared,Rachel Smith
Chicago,Boston,64.3,19.62,Male,shared,Joseph Dougherty
San Francisco,Atlanta,43.95,51.42,Male,shared,Catherine Barker
Chicago,New York,12.89,51.48,Female,individual,Cynthia Taylor
Chicago,Miami,15.65,23.11,Male,individual,James Peck
Phoenix,Houston,97.97,36.27,Male,shared,Rebecca Brooks
Austin,Houston,95.21,23.05,Female,individual,Mr. Gregory Hart
Chicago,Atlanta,15.91,48.97,Male,individual,Tiffany Davis
Miami,Denver,14.37,26.55,Female,shared,Vanessa Bishop
Denver,New York,66.67,38.88,Male,shared,Stacey Rodriguez
Phoenix,San Francisco,91.39,56.92,Female,shared,Angelica Lopez
Denver,Chicago,74.02,5.94,Male,shared,Spencer Manning
San Francisco,Chicago,92.68,17.49,Female,shared,Robert Bauer
San Francisco,New York,69.69,56.58,Female,shared,Keith Gonzalez
Houston,New York,113.52,49.78,Female,shared,Benjamin Jordan
Denver,Phoenix,46.77,33.78,Female,shared,Adrian Krueger
Phoenix,Denver,34.31,1.41,Female,shared,Michael Travis
Chicago,San Francisco,109.09,47.55,Male,shared,Jonathan Glover
Houston,Boston,110.44,59.69,Female,shared,Erin Carter
Austin,Seattle,61.39,6.5,Male,shared,Brenda Bradley
Miami,Austin,10.53,38.95,Male,shared,Kevin Berry
Houston,San Francisco,104.3,42.92,Male,shared,Jennifer Anderson
Boston,New York,25.94,22.07,Female,shared,Tyler Miranda
New York,Austin,95.62,14.05,Female,individual,Nicholas Chung
Atlanta,Austin,68.82,41.56,Male,shared,Kayla Thomas
Atlanta,Austin,77.83,34.67,Female,shared,Robert Shepherd
Los Angeles,Seattle,8.55,10.63,Male,shared,Steven Swanson
New York,Boston,96.15,1.35,Male,individual,David Williams
Los Angeles,Chicago,113.26,53.51,Male,individual,Justin Bishop
Los Angeles,Austin,101.58,52.71,Male,individual,Clifford Mcdonald
Chicago,Los Angeles,9.39,46.69,Male,individual,Wesley Bowers
Austin,Atlanta,42.45,17.55,Female,shared,Jessica Warren
Austin,New York,72.92,48.88,Female,shared,Dana Savage
Austin,San Francisco,84.62,27.95,Female,individual,Joseph Sullivan
Austin,Atlanta,69.11,41.37,Female,shared,Joshua Williams
Denver,Los Angeles,21.29,58.99,Male,individual,Cory Kelley
San Francisco,Houston,76.15,1.95,Female,individual,Whitney Macdonald DVM
Houston,Denver,109.39,11.57,Male,individual,Kimberly Ponce
Denver,Austin,91.57,36.68,Female,shared,Darren Morse
New York,Chicago,49.94,51.54,Female,individual,Lydia Horn
San Francisco,Miami,117.75,24.65,Female,individual,Chad Williams
Houston,Austin,107.37,19.89,Male,shared,Jeremy Wallace
Houston,Austin,19.89,48.59,Female,shared,Anthony Ward
Chicago,Austin,49.5,46.35,Female,individual,Heather Diaz
New York,Boston,40.47,31.8,Female,individual,Daniel White
Miami,Atlanta,110.51,59.88,Female,individual,Linda Fernandez
Houston,New York,19.37,22.81,Male,individual,Ralph Rodriguez
Phoenix,Denver,99.47,18.43,Male,shared,Michael Cross DDS
Seattle,Denver,114.46,13.17,Male,individual,Stacy Garcia
San Francisco,Los Angeles,25.62,12.98,Male,individual,Brett Maxwell
Phoenix,Austin,100.58,1.04,Female,individual,Anna Andersen
Atlanta,Austin,106.04,27.7,Male,individual,Gary Phillips
New York,Seattle,93.86,1.49,Female,shared,Melanie Brown
Seattle,Boston,93.27,12.12,Male,individual,Carol Johnson
Seattle,Austin,6.92,37.14,Male,individual,Jacqueline Hall
Houston,San Francisco,32.85,8.49,Male,shared,Tara Hale
Atlanta,Chicago,106.57,55.36,Female,individual,Christopher Smith
Phoenix,Boston,88.44,47.78,Female,shared,Chad Kim
Los Angeles,New York,97.86,32.76,Female,shared,Riley Knight
Los Angeles,Boston,83.31,38.48,Female,shared,Amy Moore
Phoenix,Los Angeles,10.19,9.77,Male,individual,Robert Ellison
Miami,San Francisco,31.23,13.8,Male,shared,Brian Lewis
Houston,New York,115.41,48.44,Female,shared,Catherine Johns
Los Angeles,San Francisco,116.94,21.28,Female,individual,Mary Parks
Boston,Houston,43.24,30.73,Female,individual,Mark Williamson
Seattle,San Francisco,52.96,46.27,Female,shared,Douglas Blanchard
Boston,Denver,99.76,9.8,Female,individual,Phillip Padilla PhD
Phoenix,San Francisco,19.75,19.99,Female,shared,Juan Galvan
Chicago,Denver,116.55,41.09,Male,shared,Leslie Diaz
Seattle,New York,118.26,15.85,Female,shared,David Potter
Miami,Phoenix,26.47,57.77,Male,shared,Adam Long
Los Angeles,Denver,50.62,26.67,Female,shared,Lisa Booker
Miami,San Francisco,67.14,58.22,Female,individual,Alexandria Vaughn
Phoenix,Miami,56.38,43.65,Male,shared,April Bailey
Houston,Denver,41.04,5.26,Male,individual,Sherry Patterson
Miami,Seattle,74.48,7.06,Male,individual,Melissa Wolf
San Francisco,Chicago,80.52,3.03,Female,shared,Joshua Sims
Los Angeles,Phoenix,30.28,38.5,Male,shared,Tina Mooney
Austin,Chicago,36.9,17.88,Male,individual,Luis Mcclain
Los Angeles,Seattle,86.4,19.4,Male,shared,Heather Wolf
Chicago,Atlanta,96.51,51.16,Male,shared,James Bradley
Houston,Seattle,31.08,49.3,Female,individual,Isaiah Jones
San Francisco,Atlanta,54.7,37.3,Male,shared,Victor Hudson
New York,Phoenix,90.83,47.72,Female,shared,Maria Sanders
Los Angeles,Phoenix,73.97,30.28,Female,individual,Thomas Holloway
Houston,Chicago,89.37,31.89,Male,individual,Joshua Love
Miami,Austin,11.17,42.92,Male,shared,Andrew Dominguez
Seattle,Atlanta,72.94,30.45,Female,shared,John Adams
Denver,Austin,117.43,13.96,Male,individual,Michelle Huber
Los Angeles,Atlanta,104.76,57.2,Male,shared,Laura Roberts
Chicago,San Francisco,24.25,14.52,Female,individual,Tracey Brooks
Miami,New York,111.88,26.9,Female,individual,Aaron Henry
Boston,Houston,18.53,19.42,Male,individual,Ryan Moore
Miami,Denver,40.61,28.82,Female,individual,Daniel Chen
New York,Denver,7.07,24.76,Female,individual,Angel Lewis
Austin,New York,5.43,58.05,Female,shared,David Nolan
San Francisco,Miami,103.04,8.09,Male,shared,Brian Medina
Chicago,Atlanta,100.33,13.54,Female,shared,Antonio Lopez
Denver,Miami,95.87,45.99,Male,individual,Michaela Hernandez
Los Angeles,Boston,73.85,12.66,Male,individual,Elizabeth Chase
Phoenix,Seattle,79.04,59.9,Female,shared,Omar Johnson
Houston,New York,108.52,24.65,Female,shared,Steven Fisher
Los Angeles,Miami,45.52,14.67,Male,shared,Heather Smith
Los Angeles,Houston,110.13,13.13,Female,individual,Kimberly Mcintyre
Atlanta,Miami,15.53,58.03,Female,individual,Dana Hernandez
Seattle,Chicago,22.71,16.42,Male,shared,Anita Long
Austin,Boston,58.78,41.25,Female,shared,Chad Pennington
Los Angeles,Miami,86.69,56.34,Female,individual,Michael Rosario
Houston,Miami,15.91,41.67,Female,individual,Joyce Webster
Seattle,Miami,97.75,42.88,Female,shared,Kristie Hendrix MD
Chicago,Atlanta,33.38,34.85,Male,shared,Shannon Miller
Boston,Austin,27.24,41.67,Female,individual,Linda Henderson
San Francisco,Denver,50.97,26.23,Female,individual,Anthony Ashley
Denver,Seattle,70.31,22.29,Female,shared,Michael Khan
Boston,Los Angeles,15.27,16.15,Male,individual,Stacey Thomas
Boston,Miami,7.7,33.32,Female,shared,Joseph Jones
Austin,Denver,103.32,12.33,Male,individual,John Johnson
Austin,Chicago,46.78,2.63,Male,shared,April Wallace
Chicago,Boston,75.13,20.72,Male,individual,Gregory Martin
Los Angeles,San Francisco,91.18,25.35,Female,individual,Krista White
Atlanta,San Francisco,92.19,16.43,Male,shared,Tyler Garcia
New York,Miami,114.34,6.74,Female,individual,Molly Jackson
Denver,Atlanta,7.13,50.52,Male,individual,Thomas Floyd
Denver,Boston,65.99,55.41,Female,individual,Susan Sharp
Atlanta,Phoenix,48.8,40.31,Female,individual,Krystal Hamilton
San Francisco,New York,72.16,24.27,Male,shared,Kathy Lewis
Boston,Denver,25.84,19.03,Male,shared,Joshua Miller
Seattle,Miami,96.82,34.49,Female,shared,Emily Brady
Los Angeles,Seattle,76.35,28.67,Female,individual,Julie Padilla
Houston,Denver,76.08,10.26,Female,individual,Justin Williams
New York,Chicago,18.3,20.8,Male,individual,Willie Morgan
Houston,Denver,28.64,48.69,Female,shared,Joseph Stokes
Atlanta,Austin,63.42,24.97,Female,shared,Cindy Kelley
New York,Miami,44.45,36.69,Male,individual,Tommy Romero
Miami,Austin,118.43,29.25,Female,shared,Stephanie Lara
Phoenix,Boston,119.18,25.23,Female,individual,Tyrone Collins
New York,San Francisco,49.01,9.87,Female,individual,Brendan Palmer
Houston,Austin,106.78,46.15,Female,individual,Paul Martin
Los Angeles,Seattle,64.6,39.69,Female,individual,Juan Gilbert
Atlanta,Los Angeles,99.22,38.35,Female,shared,Lori Roberson
Seattle,Phoenix,101.83,48.74,Male,individual,Matthew Moore
Denver,Los Angeles,104.31,39.22,Male,individual,Donald Freeman
New York,Seattle,32.75,30.21,Male,individual,Daniel Anderson
Houston,Miami,75.28,19.57,Male,individual,Kelly Rodriguez
Seattle,New York,32.26,48.48,Female,individual,Troy Ward
Miami,New York,93.88,29.44,Male,individual,Christina Smith
Boston,Miami,29.83,44.03,Female,individual,Mark Smith
Atlanta,Boston,26.45,36.82,Male,individual,Daniel Williams
Atlanta,Austin,39.84,44.68,Male,individual,Melissa Robinson
New York,Denver,30.46,13.33,Female,shared,Mitchell Jimenez
Seattle,New York,88.0,23.79,Male,individual,Bethany Liu
New York,Seattle,16.89,48.33,Male,individual,Mitchell Williams
Seattle,Miami,31.5,32.44,Female,shared,Bianca Davis
Boston,Los Angeles,111.32,28.57,Female,individual,Anthony King
Phoenix,Austin,104.33,44.99,Male,shared,Michael Summers
San Francisco,Denver,27.61,47.24,Female,individual,Ricky Hall
Chicago,Seattle,73.38,47.17,Female,shared,Joyce Kelly
New York,Chicago,7.43,38.07,Female,shared,Anne Medina
Denver,Miami,17.67,52.56,Female,shared,Benjamin Johnson
Austin,Los Angeles,117.33,16.48,Female,individual,Kyle Perry
Atlanta,Houston,58.97,31.58,Male,shared,Melissa Newton
Austin,Chicago,35.31,13.68,Female,individual,James Franklin
Houston,Seattle,36.0,56.84,Male,individual,Caitlin Curry
New York,Seattle,81.9,46.34,Male,individual,Barbara Glover
New York,San Francisco,92.46,2.71,Female,individual,Ryan Harmon
Seattle,Austin,91.96,4.57,Male,shared,Andrea Hughes
San Francisco,Atlanta,25.97,53.1,Female,shared,Keith Solis
Boston,Atlanta,17.63,12.07,Female,individual,Bryan Tucker
Seattle,Atlanta,79.13,31.73,Female,shared,Holly Grant
Phoenix,Boston,109.56,15.66,Female,individual,Ryan Skinner
New York,Seattle,110.42,30.8,Male,individual,Julia Mullins
Atlanta,Chicago,92.23,38.05,Female,individual,Janet Graves
Chicago,New York,99.15,16.77,Female,shared,Angela Hunt
Denver,Miami,28.57,32.73,Female,individual,Isaiah Turner
Miami,Los Angeles,63.91,12.58,Male,shared,Phillip Scott
Los Angeles,Miami,101.76,21.72,Male,individual,Jessica Reynolds
Seattle,Houston,37.75,41.03,Female,individual,Melinda Jacobs
Atlanta,San Francisco,60.11,31.33,Male,shared,Danny Butler
Chicago,Denver,68.72,49.33,Male,individual,Matthew Bennett
Los Angeles,Boston,90.03,5.88,Female,individual,Carl Jackson
Phoenix,Atlanta,62.8,16.75,Female,individual,Stephen Wilson
New York,Miami,69.63,34.78,Female,shared,Charles Robinson
New York,Boston,119.52,58.33,Male,individual,Chad Poole
Houston,Seattle,55.11,50.84,Female,shared,Matthew Dominguez
Austin,Atlanta,76.87,4.19,Female,shared,Christian Shelton
Boston,Houston,9.34,8.69,Female,individual,Makayla Friedman
Boston,Phoenix,7.45,36.42,Male,shared,Katherine Downs
Seattle,Austin,45.55,58.17,Male,shared,Lisa Singh
Denver,Atlanta,78.91,7.92,Female,individual,Brittany Allen
New York,San Francisco,83.5,13.3,Male,shared,Robert Miller
Chicago,San Francisco,104.63,38.05,Female,shared,Melanie Baker
Chicago,Miami,117.29,20.26,Male,individual,Gerald Allen
San Francisco,Boston,14.01,56.89,Male,shared,Vincent Hays
Phoenix,Austin,112.33,8.45,Male,individual,Valerie Lopez
Miami,Chicago,94.9,2.92,Male,shared,Anthony Schmidt
Seattle,Los Angeles,66.03,42.82,Male,individual,Dean Harris
Denver,Phoenix,74.0,53.21,Male,individual,Rhonda Allen
Phoenix,Seattle,78.38,20.32,Male,individual,Ruben Charles
Chicago,Miami,23.03,9.58,Male,shared,Jennifer Brooks
Austin,Los Angeles,102.97,35.63,Male,individual,Jacqueline Owens
San Francisco,Seattle,46.99,28.56,Female,shared,Sydney Elliott
Seattle,Phoenix,73.05,15.38,Male,individual,Gary Chavez
Phoenix,Atlanta,42.76,18.9,Female,individual,Stephanie Salinas
Chicago,Houston,96.91,1.88,Female,individual,Raymond Valenzuela
Atlanta,Chicago,106.75,50.87,Male,shared,Theresa Ward
Houston,Los Angeles,38.13,43.0,Male,shared,Jacob Kennedy
Seattle,New York,56.02,51.19,Female,individual,Jenna Velazquez
Seattle,Atlanta,85.24,46.64,Male,individual,Kathryn Rivers
Seattle,Miami,63.74,51.67,Male,shared,Daniel Ramirez
Denver,Phoenix,94.24,18.7,Female,individual,Greg Wood
Denver,Los Angeles,47.79,52.56,Female,individual,Susan Armstrong
Phoenix,Chicago,19.51,31.34,Male,individual,Taylor Stark
Phoenix,Atlanta,98.41,15.65,Female,shared,Brandon Peterson
New York,Denver,12.14,17.82,Female,individual,Linda Morris
Atlanta,Los Angeles,67.95,19.32,Female,individual,Laura Sanders
Los Angeles,Chicago,55.18,8.82,Female,individual,Catherine Castaneda
Houston,Denver,18.5,20.46,Male,individual,Jesse Pollard
New York,San Francisco,94.3,26.42,Female,shared,Jacob Love
Austin,Los Angeles,19.25,10.14,Male,individual,Mrs. Janice Fitzpatrick
San Francisco,Houston,60.51,22.27,Male,individual,Zachary Mckay
Seattle,Chicago,84.74,12.92,Male,individual,Lauren Wright
Houston,New York,11.43,17.69,Female,individual,Teresa Velasquez
Miami,Boston,95.89,21.84,Female,individual,Eugene Parker
Austin,San Francisco,115.2,26.01,Male,shared,Amy Knight
Seattle,Houston,60.62,58.26,Female,individual,Randy Perez
Miami,New York,69.46,47.16,Female,shared,Melanie Smith
Los Angeles,Atlanta,15.54,30.66,Male,individual,Melissa Martinez
Boston,Chicago,59.47,22.86,Female,individual,Samantha Gillespie
Miami,Seattle,93.09,6.52,Female,shared,Bryan Richardson
Boston,Austin,68.94,53.34,Male,shared,Anna Cantu
Houston,Phoenix,53.33,31.89,Female,shared,Christopher Cox
Chicago,New York,47.38,47.61,Male,shared,Diana Kemp
Chicago,Phoenix,47.48,13.07,Male,shared,Taylor Salinas
Austin,Los Angeles,10.58,37.05,Male,shared,Ryan Santos
Phoenix,Boston,113.15,26.57,Female,shared,Amber Crawford
San Francisco,New York,81.55,53.48,Female,shared,Carla Wong
Houston,Chicago,69.35,37.28,Female,individual,Allison Rice
Denver,Miami,16.42,45.6,Female,individual,Sheri Hoover
Austin,Boston,90.99,17.11,Male,shared,Jeremy Chavez
Miami,Boston,39.38,42.26,Male,individual,Jennifer Nguyen
San Francisco,Austin,55.02,29.36,Male,individual,John Rodriguez
Los Angeles,Phoenix,102.55,16.2,Male,shared,Maria Williams
Denver,Atlanta,99.35,24.98,Female,individual,Melody Ochoa
Miami,Chicago,83.56,33.43,Female,individual,Tara Brown
Los Angeles,Atlanta,70.15,19.35,Female,shared,Holly Banks
Los Angeles,Phoenix,49.16,36.98,Female,shared,Amber Johnson
Chicago,Seattle,42.98,26.79,Female,shared,Scott Thompson
Boston,Atlanta,37.1,56.55,Female,shared,Eric Flores
Miami,Atlanta,97.6,16.83,Female,individual,Theresa Wilson
Austin,Houston,119.54,31.64,Male,shared,Eric Ponce
San Francisco,Atlanta,94.87,9.61,Male,individual,Becky Sellers
Austin,Miami,61.42,11.96,Male,shared,Kendra Burton
Denver,Boston,31.5,42.71,Female,shared,Wyatt Kerr
Austin,Houston,86.91,13.02,Female,individual,Craig Dean
Los Angeles,Miami,115.82,30.25,Male,shared,Christian Rowe
Los Angeles,Seattle,42.7,23.72,Female,individual,Nathan Burke
Houston,Austin,79.95,40.3,Female,individual,Nicholas Chase
Miami,Austin,69.59,1.13,Female,individual,Hailey Ball
Chicago,San Francisco,110.4,38.59,Female,individual,Heather Barry
Los Angeles,Houston,34.38,36.5,Male,individual,Cindy Young
Boston,San Francisco,58.69,22.69,Male,individual,Mark Townsend
Austin,Seattle,27.18,15.83,Female,shared,Michael Lee
New York,Phoenix,38.56,6.18,Female,individual,Lisa Smith
Los Angeles,Denver,87.27,52.06,Male,shared,John Steele
Boston,Seattle,14.52,34.89,Female,shared,Sandra Casey
Seattle,Austin,48.02,6.98,Male,individual,Darrell Simmons
Miami,Seattle,10.71,6.17,Female,shared,Valerie Harrison
San Francisco,Phoenix,86.6,30.54,Female,individual,Anthony Cherry
Austin,Boston,26.41,29.91,Male,individual,Cody Lawson
San Francisco,Boston,28.51,6.65,Female,shared,Barbara Wagner
Phoenix,Miami,75.79,5.57,Female,shared,Scott James
New York,Seattle,22.38,36.59,Female,individual,John Moore
Denver,Houston,94.53,55.18,Female,individual,Matthew Farley
Atlanta,Phoenix,7.41,50.99,Female,shared,Mrs. Tonya Byrd
Phoenix,San Francisco,45.4,37.61,Male,shared,Catherine Davis
Los Angeles,Boston,41.4,58.83,Male,shared,Mary Wilkinson
Los Angeles,New York,77.16,29.27,Female,shared,Michael Baker
Boston,New York,54.23,1.64,Male,shared,Peggy Mendoza
Chicago,Austin,68.22,27.89,Female,shared,Paul Anderson
Denver,Chicago,37.49,27.37,Male,shared,Wayne Robinson
Los Angeles,Boston,14.51,8.45,Female,shared,Brittany Farley
Chicago,San Francisco,52.58,25.26,Female,shared,Katie Walters
San Francisco,Boston,28.14,6.1,Female,individual,Dorothy Osborn
Seattle,Miami,7.55,46.01,Female,individual,William Hodge
Seattle,Phoenix,43.91,25.84,Male,shared,Michelle Ortega
Houston,Boston,51.6,53.61,Male,shared,Shannon White
Denver,Seattle,17.96,1.45,Female,individual,Jennifer Bennett
Miami,Denver,9.79,35.16,Female,individual,Lisa Kaiser
Chicago,Phoenix,116.72,5.91,Male,individual,Matthew Mccullough
Denver,Atlanta,28.3,11.63,Male,individual,Steven Tyler
Boston,Atlanta,97.4,45.85,Male,shared,Robert Jones
Houston,Seattle,36.35,17.63,Female,shared,Kim Nelson
Austin,Seattle,59.4,4.31,Female,individual,Katherine Garcia
Boston,San Francisco,103.98,42.67,Male,shared,John Stewart
San Francisco,Los Angeles,25.31,41.32,Female,individual,Tiffany Barton
Houston,Phoenix,43.06,7.51,Male,shared,Erica Smith
Phoenix,New York,40.03,51.52,Male,individual,Colleen Cruz
Phoenix,Los Angeles,67.6,2.93,Female,shared,Anthony Mueller
New York,Atlanta,30.46,17.78,Female,shared,Crystal Clayton
Boston,Austin,28.35,15.05,Female,individual,Jacob Brown
Phoenix,Seattle,85.49,12.42,Male,shared,Rachel Williams
Atlanta,Miami,108.47,8.05,Female,shared,Keith Lloyd
Denver,Phoenix,8.8,39.16,Male,individual,Mary Richardson
New York,Los Angeles,55.7,7.57,Male,individual,Nathan Jones
Phoenix,Atlanta,24.51,54.01,Male,shared,Tamara Peterson
Houston,Atlanta,90.66,6.46,Female,individual,Alan Mahoney
Miami,Chicago,57.21,36.7,Female,shared,Nathan Vargas
Seattle,Atlanta,15.86,57.16,Male,shared,Frank Payne
New York,Chicago,117.82,41.45,Female,shared,Cody Woods
Austin,Atlanta,93.44,12.16,Male,individual,Chad King
Atlanta,Boston,119.43,23.17,Female,shared,Christopher Smith
Miami,Atlanta,87.04,16.2,Female,shared,Marissa Davis
Austin,Seattle,85.98,48.28,Female,individual,Ann Parker
San Francisco,Seattle,70.66,55.95,Female,individual,Laura Walton
New York,Houston,62.21,56.49,Female,individual,Travis Powell
New York,Atlanta,35.01,11.62,Male,individual,Maria Sullivan
Miami,Houston,41.84,9.69,Male,individual,Kelly Lewis
Chicago,Atlanta,81.09,10.45,Male,shared,John Webb
Houston,Phoenix,49.05,44.64,Male,shared,Lance Townsend
Miami,Austin,63.94,52.04,Male,shared,Matthew Leonard
Atlanta,Boston,55.14,1.19,Male,individual,Tyler Dominguez
Atlanta,New York,98.68,4.97,Female,shared,Kimberly Alvarez
New York,Boston,119.39,30.48,Female,shared,Heather Pittman
Miami,New York,44.64,50.8,Female,individual,Teresa Cohen
Denver,Phoenix,95.26,5.99,Female,shared,Melissa Parker
Phoenix,Austin,63.25,52.98,Male,shared,Brandon Carrillo
Atlanta,Seattle,54.08,39.71,Female,individual,Colin Mckay
Austin,New York,115.88,27.53,Female,individual,Rachel Walsh
Austin,Atlanta,83.87,59.44,Male,shared,Caleb Williams
New York,Seattle,104.51,54.19,Male,shared,Benjamin Wilkinson
Seattle,Austin,32.62,55.72,Female,individual,Katelyn Gray
Phoenix,Miami,94.98,36.98,Female,shared,Kristine Bryant DVM
New York,Denver,46.05,26.04,Female,individual,Michael Smith
Houston,Denver,26.75,32.94,Male,shared,Justin Foster
Denver,Phoenix,35.15,27.51,Female,individual,Maurice Graham
Denver,Atlanta,32.46,51.94,Female,individual,Kenneth Watkins
Boston,Miami,32.05,23.81,Female,shared,Stacey Davis
San Francisco,Seattle,21.63,3.13,Male,shared,Janice Bailey
New York,Austin,107.59,26.12,Male,shared,Amanda Hodge
Austin,Denver,17.87,6.25,Female,shared,Jason Gomez
Boston,Seattle,32.48,3.22,Male,shared,Julie Johnson
Miami,Denver,69.03,3.34,Female,shared,Vanessa Cunningham
Miami,Denver,48.0,14.89,Female,shared,Tonya Alexander
Austin,San Francisco,11.13,36.3,Female,individual,Mark Santos
Los Angeles,Denver,62.98,7.71,Male,individual,Michael Walker
Atlanta,Houston,72.76,18.13,Female,shared,Michael Watkins
Denver,Boston,70.62,10.75,Male,shared,Cassidy Bailey
Atlanta,Boston,14.51,39.04,Female,individual,Christopher Gutierrez
New York,Boston,70.28,17.34,Female,individual,Elijah Archer
Houston,Phoenix,11.38,20.21,Female,individual,Lisa Hendricks
Phoenix,Denver,94.81,34.19,Female,individual,Kristin Hudson
Boston,Chicago,110.18,40.49,Male,individual,James Livingston
Houston,Seattle,28.74,15.61,Male,shared,Jeffrey Evans
Phoenix,Seattle,61.92,2.87,Male,individual,Dennis Santana
San Francisco,New York,76.17,31.42,Male,individual,Nichole Parker
Atlanta,Seattle,56.83,21.79,Female,shared,Benjamin Mosley
Atlanta,Los Angeles,27.66,35.02,Female,individual,Jennifer Reilly
Denver,New York,97.76,32.69,Female,shared,Nicole Sanchez
Austin,Atlanta,92.29,14.44,Female,individual,Shannon Hill
Chicago,New York,95.37,4.98,Female,shared,Darrell Ibarra
Denver,Atlanta,59.5,37.71,Female,individual,Deborah Fox
Atlanta,San Francisco,18.19,57.51,Male,shared,Mary Hoffman
Miami,Phoenix,105.89,37.28,Male,shared,Anthony Murphy
San Francisco,Houston,72.42,22.81,Female,shared,Larry Woods
Miami,Los Angeles,96.61,53.38,Male,shared,Virginia Caldwell
Chicago,Seattle,87.41,3.22,Male,individual,Patricia Boyd
Denver,Seattle,50.5,38.94,Female,individual,Debra Wright
Houston,San Francisco,49.2,18.81,Female,individual,Adam Shannon
Los Angeles,Austin,118.75,1.19,Male,shared,Betty Vazquez
Boston,Seattle,86.54,47.79,Male,shared,John Williams
Houston,Boston,70.51,1.23,Male,individual,Steven Stone
Boston,Houston,38.94,17.3,Female,shared,Mark Mueller
Atlanta,Seattle,100.82,16.29,Male,shared,John Richards
Austin,New York,96.55,15.74,Male,shared,Beth Sanchez
Denver,Atlanta,119.45,22.09,Female,shared,Donald Reynolds
Seattle,San Francisco,13.57,38.31,Male,shared,Timothy Hernandez
New York,San Francisco,24.03,38.35,Female,individual,Lacey Morrow
Austin,Chicago,49.04,3.45,Female,individual,Omar Kelly
Los Angeles,Houston,100.45,32.2,Female,individual,Brian Gross
Chicago,Boston,30.11,12.63,Female,individual,Scott Lin
Phoenix,New York,21.16,21.09,Male,individual,Linda Lee
Austin,Seattle,68.47,26.92,Male,individual,Lori Franco
Phoenix,Denver,68.11,34.38,Female,shared,Kristi Jordan
Phoenix,Los Angeles,73.15,11.04,Male,shared,Tammy Lynch
Houston,Los Angeles,23.4,35.39,Female,shared,Debbie Ward
